Yas;Departman;Evden_Uzaklik;Egitim_Seviyesi;Egitim_Alani;Cinsiyet;Is_Memnuniyeti;Medeni_Durum;Aylik_Gelir;Onceki_Sirket_Sayisi;Fazla_Mesai;Toplam_Calisma_Yili;Sirketteki_Yil;Son_Terfi_Suresi;Is_Seyahati;Is_Yasam_Dengesi;Is_Seviyesi;Maas_Artis_Yuzdesi;Ortam_Memnuniyeti;Mevcut_Mudurle_Yil;Istifa
35;Araştırma ve Geliştirme;3;3;Yaşam Bilimleri;Erkek;3;Evli;1281;1;Hayır;1;1;0;Seyahat_Etmiyor;3;1;18;3;0;Hayır
23;Araştırma ve Geliştirme;4;3;Tıp;Erkek;1;Evli;2819;2;Hayır;5;3;0;Nadiren_Seyahat;4;1;16;1;2;Hayır
25;Satış;8;3;Yaşam Bilimleri;Erkek;2;Evli;4851;0;Hayır;4;3;1;Nadiren_Seyahat;3;2;22;4;2;Hayır
38;Satış;7;4;Pazarlama;Kadın;4;Bekar;4028;0;Hayır;8;7;0;Nadiren_Seyahat;3;2;20;4;5;Hayır
29;Araştırma ve Geliştirme;1;4;Yaşam Bilimleri;Erkek;4;Boşanmış;2720;1;Hayır;10;10;2;Sık_Seyahat;3;1;18;2;8;Hayır
48;Satış;2;1;Pazarlama;Erkek;2;Evli;8120;3;Hayır;12;2;2;Nadiren_Seyahat;3;2;12;2;2;Hayır
27;Satış;3;1;Tıp;Kadın;4;Boşanmış;4647;1;Evet;6;6;0;Sık_Seyahat;3;2;20;4;4;Hayır
37;Araştırma ve Geliştirme;10;2;Yaşam Bilimleri;Erkek;4;Bekar;4680;3;Hayır;4;1;0;Nadiren_Seyahat;3;1;17;4;0;Hayır
50;Araştırma ve Geliştirme;28;1;Tıp;Erkek;3;Evli;3221;1;Evet;20;20;3;Nadiren_Seyahat;3;1;11;4;8;Hayır
34;Araştırma ve Geliştirme;9;3;Tıp;Kadın;2;Bekar;8621;1;Hayır;9;8;7;Nadiren_Seyahat;4;3;14;4;7;Hayır
24;Satış;3;2;Yaşam Bilimleri;Kadın;3;Bekar;4577;9;Hayır;4;2;2;Nadiren_Seyahat;3;2;14;1;0;Evet
39;Araştırma ve Geliştirme;2;4;Teknik Derece;Kadın;3;Bekar;4553;1;Hayır;20;20;11;Nadiren_Seyahat;3;2;11;4;10;Hayır
32;Satış;10;3;Pazarlama;Erkek;4;Bekar;5396;1;Hayır;10;10;0;Nadiren_Seyahat;2;2;12;4;8;Hayır
50;Satış;8;2;Teknik Derece;Erkek;3;Evli;6796;3;Evet;18;4;1;Sık_Seyahat;3;2;14;2;3;Evet
38;Araştırma ve Geliştirme;1;4;Yaşam Bilimleri;Kadın;4;Bekar;7625;0;Hayır;10;9;1;Nadiren_Seyahat;2;2;13;2;8;Hayır
27;Araştırma ve Geliştirme;1;2;Yaşam Bilimleri;Kadın;1;Evli;7412;1;Hayır;9;9;0;Nadiren_Seyahat;3;3;11;3;7;Hayır
32;Araştırma ve Geliştirme;3;2;Yaşam Bilimleri;Kadın;4;Bekar;11159;3;Hayır;10;7;7;Nadiren_Seyahat;3;3;15;3;7;Hayır
47;Satış;14;4;Pazarlama;Erkek;1;Bekar;4960;2;Hayır;20;7;1;Nadiren_Seyahat;3;2;12;4;7;Hayır
40;Satış;5;4;Yaşam Bilimleri;Erkek;1;Evli;10475;5;Evet;20;18;1;Sık_Seyahat;3;3;21;4;12;Hayır
53;Araştırma ve Geliştirme;7;3;Yaşam Bilimleri;Erkek;3;Evli;14814;3;Hayır;32;5;1;Nadiren_Seyahat;3;4;19;3;3;Hayır
41;İnsan Kaynakları;10;4;İnsan Kaynakları;Erkek;4;Boşanmış;19141;3;Hayır;23;21;12;Nadiren_Seyahat;2;5;15;2;6;Hayır
60;Satış;16;4;Pazarlama;Erkek;1;Bekar;5405;8;Hayır;10;2;2;Nadiren_Seyahat;3;2;14;1;2;Hayır
27;Araştırma ve Geliştirme;10;2;Yaşam Bilimleri;Erkek;1;Boşanmış;8793;1;Hayır;9;9;1;Sık_Seyahat;2;3;21;4;7;Hayır
41;İnsan Kaynakları;1;3;İnsan Kaynakları;Erkek;3;Evli;19189;1;Hayır;22;22;2;Nadiren_Seyahat;3;5;12;4;10;Hayır
50;Satış;8;4;Pazarlama;Erkek;2;Evli;3875;7;Hayır;4;2;2;Nadiren_Seyahat;3;1;15;4;2;Hayır
28;Araştırma ve Geliştirme;1;2;Yaşam Bilimleri;Kadın;2;Bekar;2216;7;Evet;10;7;3;Nadiren_Seyahat;3;1;13;1;7;Evet
36;Araştırma ve Geliştirme;8;3;Yaşam Bilimleri;Kadın;1;Evli;11713;9;Hayır;10;8;0;Seyahat_Etmiyor;3;3;14;1;5;Hayır
38;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Kadın;3;Bekar;7861;4;Evet;10;1;0;Nadiren_Seyahat;4;3;14;3;0;Hayır
44;Araştırma ve Geliştirme;24;3;Tıp;Erkek;3;Bekar;3708;2;Hayır;9;5;1;Seyahat_Etmiyor;3;1;14;1;4;Hayır
47;Satış;3;3;Tıp;Kadın;3;Boşanmış;13770;9;Evet;28;22;11;Sık_Seyahat;2;4;12;4;13;Hayır
30;Satış;27;5;Pazarlama;Erkek;4;Boşanmış;5304;7;Hayır;10;8;7;Nadiren_Seyahat;2;2;23;3;7;Hayır
29;Satış;10;3;Yaşam Bilimleri;Erkek;3;Bekar;2642;1;Hayır;1;1;0;Nadiren_Seyahat;3;1;11;3;0;Hayır
42;Araştırma ve Geliştirme;19;3;Tıp;Erkek;3;Boşanmış;2759;6;Evet;7;2;2;Sık_Seyahat;3;1;12;3;2;Evet
43;Satış;15;3;Yaşam Bilimleri;Erkek;4;Evli;6804;3;Hayır;7;2;2;Sık_Seyahat;3;2;18;4;2;Hayır
34;Araştırma ve Geliştirme;8;2;Tıp;Kadın;3;Bekar;6142;3;Hayır;10;5;4;Nadiren_Seyahat;3;2;11;2;3;Hayır
23;Araştırma ve Geliştirme;9;1;Tıp;Erkek;1;Evli;2500;1;Hayır;5;4;0;Nadiren_Seyahat;4;1;14;2;2;Hayır
39;İnsan Kaynakları;3;3;İnsan Kaynakları;Kadın;2;Evli;6389;9;Hayır;12;8;3;Nadiren_Seyahat;1;2;15;3;6;Hayır
56;Araştırma ve Geliştirme;9;3;Tıp;Erkek;4;Evli;11103;7;Hayır;30;10;1;Nadiren_Seyahat;2;4;11;3;1;Hayır
40;Araştırma ve Geliştirme;2;1;Tıp;Kadın;4;Bekar;2342;0;Evet;5;4;2;Nadiren_Seyahat;2;1;20;4;3;Hayır
27;Araştırma ve Geliştirme;7;3;Tıp;Kadın;1;Bekar;6811;8;Hayır;9;7;0;Nadiren_Seyahat;1;2;19;4;7;Hayır
29;Satış;10;3;Pazarlama;Erkek;2;Boşanmış;2297;1;Hayır;2;2;2;Nadiren_Seyahat;3;1;14;4;2;Hayır
53;Araştırma ve Geliştirme;6;3;Yaşam Bilimleri;Erkek;4;Bekar;2450;2;Hayır;19;2;2;Nadiren_Seyahat;3;2;17;4;2;Hayır
35;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Kadın;1;Boşanmış;5093;2;Hayır;16;1;0;Seyahat_Etmiyor;4;2;11;4;0;Hayır
32;Araştırma ve Geliştirme;24;4;Yaşam Bilimleri;Erkek;4;Evli;5309;1;Hayır;10;10;4;Sık_Seyahat;3;2;15;1;7;Hayır
38;Araştırma ve Geliştirme;2;5;Tıp;Erkek;3;Evli;3057;6;Evet;6;1;0;Nadiren_Seyahat;1;1;13;4;1;Hayır
34;Araştırma ve Geliştirme;8;5;Yaşam Bilimleri;Kadın;1;Boşanmış;5121;3;Hayır;7;0;0;Nadiren_Seyahat;3;2;14;2;0;Hayır
52;Satış;3;4;Pazarlama;Erkek;1;Evli;16856;1;Hayır;34;34;1;Nadiren_Seyahat;4;4;11;3;16;Hayır
33;Araştırma ve Geliştirme;1;4;Diğer;Erkek;4;Bekar;2686;1;Evet;10;10;7;Nadiren_Seyahat;2;1;13;4;8;Evet
25;Satış;26;1;Tıp;Kadın;4;Bekar;6180;1;Hayır;6;6;1;Nadiren_Seyahat;2;2;23;3;4;Hayır
45;Satış;2;2;Teknik Derece;Erkek;3;Bekar;6632;0;Hayır;9;8;3;Nadiren_Seyahat;3;2;13;2;1;Hayır
23;Araştırma ve Geliştirme;10;1;Tıp;Erkek;3;Bekar;3505;1;Hayır;2;2;0;Nadiren_Seyahat;3;1;18;1;2;Hayır
47;Satış;27;2;Yaşam Bilimleri;Kadın;3;Bekar;6397;4;Evet;8;5;1;Sık_Seyahat;3;2;12;2;3;Evet
34;Satış;2;3;Diğer;Erkek;4;Bekar;6274;1;Hayır;6;6;1;Nadiren_Seyahat;3;2;22;4;4;Hayır
55;Araştırma ve Geliştirme;2;3;Tıp;Erkek;1;Evli;19859;5;Evet;24;5;1;Nadiren_Seyahat;3;5;13;4;4;Evet
36;Satış;8;4;Yaşam Bilimleri;Erkek;1;Bekar;7587;1;Hayır;10;10;0;Seyahat_Etmiyor;3;3;15;1;9;Hayır
52;Araştırma ve Geliştirme;19;4;Tıp;Erkek;4;Evli;4258;0;Hayır;5;4;1;Seyahat_Etmiyor;3;1;18;4;2;Hayır
26;Araştırma ve Geliştirme;1;2;Yaşam Bilimleri;Kadın;4;Boşanmış;4364;3;Hayır;5;2;2;Sık_Seyahat;3;1;14;1;0;Hayır
29;Araştırma ve Geliştirme;27;3;Tıp;Kadın;3;Evli;4335;4;Hayır;11;8;1;Nadiren_Seyahat;2;2;12;2;1;Hayır
26;Satış;8;3;Teknik Derece;Erkek;1;Bekar;5326;6;Hayır;6;4;1;Nadiren_Seyahat;2;2;17;4;2;Evet
34;Araştırma ve Geliştirme;1;4;Yaşam Bilimleri;Kadın;4;Bekar;3280;2;Hayır;10;4;1;Nadiren_Seyahat;3;1;16;2;3;Hayır
54;Araştırma ve Geliştirme;19;4;Tıp;Kadın;1;Boşanmış;5485;9;Evet;9;5;1;Nadiren_Seyahat;3;2;11;4;4;Hayır
27;Satış;8;1;Pazarlama;Erkek;4;Evli;4342;0;Hayır;5;4;1;Sık_Seyahat;3;2;19;3;1;Hayır
37;Araştırma ve Geliştirme;10;1;Yaşam Bilimleri;Kadın;1;Boşanmış;2782;0;Evet;6;5;4;Nadiren_Seyahat;2;1;13;4;3;Hayır
38;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Kadın;1;Bekar;5980;6;Evet;17;15;4;Sık_Seyahat;3;2;12;1;12;Hayır
34;Araştırma ve Geliştirme;2;4;Tıp;Kadın;1;Bekar;4381;1;Hayır;6;6;1;Nadiren_Seyahat;3;1;11;3;3;Hayır
35;Satış;8;4;Yaşam Bilimleri;Kadın;4;Evli;2572;1;Hayır;3;3;0;Nadiren_Seyahat;2;1;16;1;2;Hayır
30;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Erkek;3;Evli;3833;3;Hayır;7;2;0;Nadiren_Seyahat;3;1;21;4;2;Hayır
40;Araştırma ve Geliştirme;2;2;Tıp;Kadın;2;Evli;4244;1;Hayır;8;8;3;Sık_Seyahat;3;2;24;3;7;Hayır
34;Satış;8;2;Yaşam Bilimleri;Kadın;1;Evli;6500;5;Hayır;6;3;1;Nadiren_Seyahat;3;2;17;3;2;Hayır
42;Araştırma ve Geliştirme;8;3;Yaşam Bilimleri;Erkek;4;Boşanmış;18430;1;Hayır;24;24;14;Sık_Seyahat;2;5;13;2;9;Hayır
23;Araştırma ve Geliştirme;6;3;Yaşam Bilimleri;Erkek;1;Evli;1601;1;Evet;1;0;0;Nadiren_Seyahat;3;1;21;3;0;Evet
24;Araştırma ve Geliştirme;9;3;Yaşam Bilimleri;Erkek;2;Boşanmış;2694;1;Hayır;1;1;0;Seyahat_Etmiyor;3;1;11;3;0;Hayır
52;Araştırma ve Geliştirme;11;4;Yaşam Bilimleri;Kadın;3;Evli;3149;8;Hayır;9;5;1;Nadiren_Seyahat;3;2;20;4;4;Hayır
50;Araştırma ve Geliştirme;2;3;Tıp;Erkek;3;Evli;17639;5;Hayır;30;4;0;Nadiren_Seyahat;3;4;16;3;3;Hayır
29;Araştırma ve Geliştirme;1;2;Yaşam Bilimleri;Kadın;1;Evli;2319;1;Evet;1;1;0;Nadiren_Seyahat;3;1;11;2;0;Evet
33;Araştırma ve Geliştirme;7;3;Tıp;Erkek;3;Evli;11691;0;Hayır;14;13;3;Nadiren_Seyahat;4;3;11;3;7;Hayır
33;Satış;16;3;Pazarlama;Kadın;1;Bekar;5324;5;Hayır;6;3;0;Nadiren_Seyahat;3;2;15;1;2;Evet
47;Araştırma ve Geliştirme;2;2;Diğer;Kadın;4;Evli;16752;1;Evet;26;26;3;Nadiren_Seyahat;2;4;11;3;0;Hayır
36;Araştırma ve Geliştirme;1;3;Diğer;Kadın;2;Evli;5228;0;Hayır;10;9;0;Nadiren_Seyahat;3;2;15;3;5;Hayır
29;Araştırma ve Geliştirme;23;2;Yaşam Bilimleri;Erkek;3;Evli;2700;1;Hayır;10;10;0;Nadiren_Seyahat;3;1;24;3;7;Hayır
58;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Erkek;2;Bekar;19246;7;Evet;40;31;13;Nadiren_Seyahat;3;5;12;4;8;Evet
35;Araştırma ve Geliştirme;1;4;Yaşam Bilimleri;Kadın;3;Bekar;2506;3;Hayır;7;2;2;Nadiren_Seyahat;3;1;13;4;2;Hayır
42;Araştırma ve Geliştirme;1;2;Yaşam Bilimleri;Kadın;4;Evli;6062;9;Evet;8;4;0;Nadiren_Seyahat;3;2;13;4;2;Hayır
28;Araştırma ve Geliştirme;2;4;Tıp;Erkek;3;Bekar;4382;6;Hayır;5;2;2;Nadiren_Seyahat;2;1;17;3;1;Evet
36;İnsan Kaynakları;13;3;İnsan Kaynakları;Erkek;2;Evli;2143;4;Hayır;8;5;0;Nadiren_Seyahat;3;1;13;3;4;Hayır
32;Araştırma ve Geliştirme;4;3;Yaşam Bilimleri;Kadın;3;Evli;6162;1;Hayır;14;14;6;Nadiren_Seyahat;3;2;12;3;8;Hayır
40;Araştırma ve Geliştirme;16;4;Tıp;Erkek;3;Bekar;5094;6;Hayır;10;1;0;Sık_Seyahat;3;2;14;1;0;Hayır
30;Araştırma ve Geliştirme;2;3;Tıp;Kadın;4;Bekar;6877;5;Evet;12;0;0;Nadiren_Seyahat;2;2;24;3;0;Hayır
45;Araştırma ve Geliştirme;2;3;Yaşam Bilimleri;Kadın;3;Bekar;2274;1;Hayır;1;1;0;Nadiren_Seyahat;3;1;14;2;0;Hayır
42;Araştırma ve Geliştirme;29;3;Yaşam Bilimleri;Erkek;2;Evli;4434;1;Hayır;10;9;7;Nadiren_Seyahat;2;2;13;2;8;Hayır
38;Araştırma ve Geliştirme;12;3;Yaşam Bilimleri;Erkek;1;Boşanmış;6288;2;Hayır;13;4;1;Sık_Seyahat;2;2;15;1;2;Hayır
34;Araştırma ve Geliştirme;16;4;Yaşam Bilimleri;Kadın;4;Bekar;2553;1;Hayır;6;5;1;Sık_Seyahat;3;1;16;3;3;Hayır
49;Satış;11;3;Pazarlama;Kadın;4;Evli;7654;1;Hayır;9;9;7;Nadiren_Seyahat;4;3;18;3;7;Evet
55;Satış;2;1;Tıp;Erkek;4;Bekar;5160;4;Hayır;12;9;7;Nadiren_Seyahat;2;2;16;3;3;Evet
43;Araştırma ve Geliştirme;14;2;Yaşam Bilimleri;Erkek;1;Evli;17159;6;Hayır;22;4;1;Nadiren_Seyahat;3;4;24;2;0;Hayır
27;Araştırma ve Geliştirme;5;1;Teknik Derece;Erkek;4;Boşanmış;12808;1;Evet;9;9;0;Nadiren_Seyahat;3;3;16;3;8;Hayır
35;Araştırma ve Geliştirme;7;3;Diğer;Erkek;3;Bekar;10221;3;Hayır;17;8;1;Nadiren_Seyahat;4;3;21;3;6;Hayır
28;Satış;2;4;Pazarlama;Kadın;2;Evli;4779;1;Evet;8;8;7;Nadiren_Seyahat;3;2;20;2;5;Hayır
34;İnsan Kaynakları;3;2;İnsan Kaynakları;Erkek;4;Evli;3737;0;Hayır;4;3;0;Nadiren_Seyahat;1;1;19;3;2;Hayır
26;Araştırma ve Geliştirme;5;2;Tıp;Kadın;3;Evli;2366;1;Evet;8;8;1;Sık_Seyahat;3;1;14;3;7;Evet
27;Araştırma ve Geliştirme;3;3;Tıp;Erkek;4;Evli;1706;1;Hayır;0;0;0;Seyahat_Etmiyor;2;1;11;4;0;Hayır
51;Satış;26;4;Pazarlama;Kadın;3;Evli;16307;2;Hayır;29;20;4;Nadiren_Seyahat;2;4;14;1;17;Hayır
44;Araştırma ve Geliştirme;4;3;Tıp;Erkek;2;Bekar;5933;9;Hayır;10;5;2;Nadiren_Seyahat;2;2;12;4;3;Hayır
25;Araştırma ve Geliştirme;2;1;Tıp;Erkek;1;Bekar;3424;7;Hayır;6;4;0;Nadiren_Seyahat;2;1;13;1;1;Hayır
33;Satış;1;3;Tıp;Erkek;1;Boşanmış;4037;1;Hayır;9;9;0;Nadiren_Seyahat;3;2;22;1;8;Hayır
35;Araştırma ve Geliştirme;27;1;Tıp;Kadın;1;Bekar;2559;1;Hayır;6;6;1;Nadiren_Seyahat;2;1;11;3;1;Hayır
36;Satış;1;2;Yaşam Bilimleri;Erkek;4;Evli;6201;1;Evet;18;18;4;Nadiren_Seyahat;2;2;14;2;11;Hayır
32;Satış;13;4;Yaşam Bilimleri;Erkek;4;Boşanmış;4403;2;Hayır;8;5;0;Nadiren_Seyahat;2;2;11;2;3;Hayır
30;Araştırma ve Geliştirme;5;4;Yaşam Bilimleri;Erkek;4;Boşanmış;3761;9;Hayır;10;5;0;Sık_Seyahat;2;1;12;2;3;Hayır
53;Satış;7;2;Pazarlama;Kadın;4;Evli;10934;7;Evet;35;5;0;Nadiren_Seyahat;3;3;18;1;4;Hayır
45;Satış;9;3;Pazarlama;Erkek;1;Boşanmış;10761;4;Evet;18;5;0;Nadiren_Seyahat;3;3;12;4;2;Hayır
32;Araştırma ve Geliştirme;8;2;Tıp;Kadın;3;Evli;5175;5;Hayır;9;5;1;Nadiren_Seyahat;2;2;12;3;3;Hayır
52;Araştırma ve Geliştirme;25;4;Tıp;Kadın;4;Evli;13826;3;Hayır;31;9;0;Sık_Seyahat;3;4;22;3;0;Hayır
37;Satış;16;4;Pazarlama;Erkek;3;Boşanmış;6334;4;Hayır;9;1;0;Nadiren_Seyahat;3;2;19;4;0;Hayır
28;İnsan Kaynakları;8;2;Tıp;Erkek;4;Boşanmış;4936;1;Hayır;6;5;0;Nadiren_Seyahat;3;1;13;2;4;Hayır
22;Araştırma ve Geliştirme;1;2;Yaşam Bilimleri;Erkek;4;Evli;4775;6;Hayır;4;2;2;Nadiren_Seyahat;1;2;22;4;2;Hayır
44;Araştırma ve Geliştirme;8;4;Yaşam Bilimleri;Erkek;4;Evli;2818;2;Evet;10;3;0;Nadiren_Seyahat;2;1;24;1;2;Hayır
42;Araştırma ve Geliştirme;2;1;Tıp;Erkek;4;Bekar;2515;5;Evet;8;2;2;Sık_Seyahat;3;1;14;2;2;Hayır
36;İnsan Kaynakları;8;3;Yaşam Bilimleri;Erkek;1;Evli;2342;0;Hayır;6;5;0;Nadiren_Seyahat;3;1;21;1;3;Hayır
25;Satış;3;1;Diğer;Erkek;1;Evli;4194;1;Evet;5;5;0;Nadiren_Seyahat;3;2;18;3;3;Hayır
35;Araştırma ve Geliştirme;9;3;Yaşam Bilimleri;Kadın;3;Evli;10685;1;Evet;17;17;5;Nadiren_Seyahat;3;3;20;4;15;Hayır
35;Araştırma ve Geliştirme;25;4;Yaşam Bilimleri;Kadın;2;Boşanmış;2022;1;Evet;10;10;7;Sık_Seyahat;2;1;19;4;8;Evet
32;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Erkek;4;Boşanmış;2314;0;Hayır;4;3;0;Seyahat_Etmiyor;3;1;12;4;2;Hayır
25;Satış;4;1;Pazarlama;Erkek;1;Evli;4256;1;Hayır;5;5;0;Nadiren_Seyahat;4;2;12;3;3;Hayır
49;Araştırma ve Geliştirme;1;3;Teknik Derece;Kadın;1;Evli;3580;2;Hayır;7;4;0;Nadiren_Seyahat;3;1;16;3;2;Hayır
24;Araştırma ve Geliştirme;4;1;Yaşam Bilimleri;Erkek;4;Evli;3162;0;Hayır;6;5;3;Seyahat_Etmiyor;2;1;17;1;4;Hayır
32;Satış;5;2;Yaşam Bilimleri;Erkek;2;Evli;6524;1;Hayır;10;10;5;Sık_Seyahat;3;2;14;2;3;Hayır
38;Satış;9;3;Pazarlama;Erkek;2;Evli;2899;0;Hayır;3;2;1;Nadiren_Seyahat;3;1;19;2;2;Hayır
42;Araştırma ve Geliştirme;3;3;Yaşam Bilimleri;Kadın;4;Evli;5231;2;Evet;17;5;1;Nadiren_Seyahat;2;2;13;3;3;Hayır
31;Araştırma ve Geliştirme;11;4;Yaşam Bilimleri;Erkek;4;Evli;2356;3;Evet;8;6;0;Nadiren_Seyahat;3;1;19;4;2;Hayır
29;Satış;1;3;Tıp;Kadın;3;Boşanmış;2800;6;Evet;5;3;0;Nadiren_Seyahat;3;1;19;2;2;Evet
53;Satış;8;3;Pazarlama;Erkek;4;Evli;11836;5;Hayır;28;2;2;Nadiren_Seyahat;3;4;14;1;2;Hayır
35;Araştırma ve Geliştirme;25;3;Teknik Derece;Erkek;2;Evli;10903;3;Hayır;16;13;4;Nadiren_Seyahat;3;3;16;4;8;Hayır
37;Satış;21;2;Tıp;Kadın;4;Evli;2973;5;Hayır;10;5;0;Sık_Seyahat;3;1;15;3;0;Hayır
53;Araştırma ve Geliştirme;23;4;Yaşam Bilimleri;Kadın;4;Bekar;14275;6;Hayır;33;12;3;Nadiren_Seyahat;3;4;18;4;8;Hayır
43;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Kadın;4;Evli;5562;4;Hayır;12;5;2;Sık_Seyahat;2;2;13;4;2;Hayır
47;Satış;2;2;Pazarlama;Kadın;4;Evli;4537;0;Evet;8;7;7;Nadiren_Seyahat;3;2;22;3;7;Hayır
37;Satış;19;2;Tıp;Erkek;2;Bekar;7642;1;Evet;10;10;0;Seyahat_Etmiyor;3;3;13;1;9;Hayır
50;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Erkek;1;Boşanmış;17924;1;Hayır;31;31;14;Seyahat_Etmiyor;3;4;11;1;7;Hayır
39;İnsan Kaynakları;2;3;Yaşam Bilimleri;Kadın;4;Evli;5204;8;Hayır;13;5;0;Nadiren_Seyahat;3;2;11;4;4;Hayır
33;İnsan Kaynakları;3;2;İnsan Kaynakları;Erkek;2;Boşanmış;2277;3;Evet;7;4;0;Nadiren_Seyahat;4;1;11;4;3;Hayır
32;Araştırma ve Geliştirme;25;4;Yaşam Bilimleri;Erkek;4;Bekar;2795;1;Evet;1;1;0;Nadiren_Seyahat;1;1;24;1;1;Evet
29;Araştırma ve Geliştirme;7;1;Tıp;Kadın;4;Boşanmış;2532;6;Hayır;8;4;0;Nadiren_Seyahat;3;1;14;1;3;Hayır
44;Araştırma ve Geliştirme;9;2;Yaşam Bilimleri;Erkek;1;Evli;2559;1;Evet;8;8;7;Nadiren_Seyahat;3;1;13;2;1;Hayır
28;Satış;5;4;Tıp;Erkek;4;Bekar;4908;1;Hayır;4;4;0;Nadiren_Seyahat;3;2;14;1;2;Hayır
58;Araştırma ve Geliştirme;2;1;Yaşam Bilimleri;Erkek;4;Boşanmış;2380;9;Evet;3;1;0;Sık_Seyahat;2;1;14;4;0;Evet
43;Araştırma ve Geliştirme;8;3;Yaşam Bilimleri;Kadın;2;Boşanmış;4765;4;Hayır;4;1;0;Nadiren_Seyahat;4;2;21;1;0;Hayır
20;Satış;2;3;Tıp;Kadın;3;Bekar;2044;1;Hayır;2;2;0;Nadiren_Seyahat;2;1;13;3;2;Evet
21;Araştırma ve Geliştirme;18;1;Diğer;Kadın;4;Bekar;2693;1;Hayır;1;1;0;Nadiren_Seyahat;2;1;19;4;0;Evet
36;Araştırma ve Geliştirme;14;1;Yaşam Bilimleri;Erkek;4;Evli;6586;0;Evet;17;16;4;Nadiren_Seyahat;2;2;17;3;11;Hayır
47;Satış;2;4;Yaşam Bilimleri;Kadın;4;Bekar;3294;1;Evet;3;3;1;Nadiren_Seyahat;2;1;18;4;2;Hayır
22;Araştırma ve Geliştirme;3;1;Yaşam Bilimleri;Kadın;3;Evli;4171;0;Evet;4;3;0;Nadiren_Seyahat;4;2;19;2;2;Evet
41;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Kadın;4;Boşanmış;2778;4;Evet;10;7;1;Nadiren_Seyahat;2;1;13;2;0;Evet
28;Araştırma ve Geliştirme;9;3;Tıp;Kadın;3;Boşanmış;2377;5;Hayır;6;2;2;Nadiren_Seyahat;3;1;18;3;2;Hayır
39;Araştırma ve Geliştirme;6;3;Tıp;Erkek;1;Evli;2404;7;Evet;8;2;2;Nadiren_Seyahat;1;1;21;4;2;Evet
27;Araştırma ve Geliştirme;4;3;Yaşam Bilimleri;Kadın;3;Bekar;2318;1;Hayır;1;1;0;Nadiren_Seyahat;3;1;19;2;0;Hayır
34;Araştırma ve Geliştirme;10;3;Yaşam Bilimleri;Erkek;2;Boşanmış;2008;1;Hayır;1;1;1;Nadiren_Seyahat;3;1;14;2;0;Hayır
42;Satış;14;2;Tıp;Kadın;3;Bekar;6244;7;Hayır;10;5;0;Nadiren_Seyahat;3;2;17;3;3;Hayır
33;Araştırma ve Geliştirme;1;4;Diğer;Erkek;1;Bekar;2799;3;Evet;6;3;0;Nadiren_Seyahat;3;1;11;3;2;Hayır
58;Araştırma ve Geliştirme;5;3;Teknik Derece;Kadın;2;Boşanmış;10552;2;Evet;24;6;0;Nadiren_Seyahat;3;3;13;3;4;Hayır
31;Satış;7;4;Yaşam Bilimleri;Erkek;3;Evli;2329;3;Hayır;13;7;5;Nadiren_Seyahat;4;1;15;2;2;Hayır
35;Araştırma ve Geliştirme;21;1;Yaşam Bilimleri;Kadın;4;Evli;4014;1;Evet;10;10;0;Nadiren_Seyahat;1;2;25;4;7;Hayır
49;Araştırma ve Geliştirme;8;2;Diğer;Kadın;2;Evli;7403;4;Hayır;29;26;1;Nadiren_Seyahat;2;3;11;1;7;Hayır
48;Araştırma ve Geliştirme;20;4;Tıp;Erkek;3;Evli;2259;4;Hayır;13;0;0;Nadiren_Seyahat;2;1;17;4;0;Hayır
31;Satış;20;2;Pazarlama;Kadın;3;Evli;6932;1;Hayır;9;9;0;Seyahat_Etmiyor;2;2;13;4;0;Hayır
36;Araştırma ve Geliştirme;7;4;Diğer;Erkek;4;Bekar;4678;2;Hayır;8;6;0;Nadiren_Seyahat;3;1;18;2;1;Hayır
38;Araştırma ve Geliştirme;1;3;Teknik Derece;Kadın;1;Evli;13582;1;Hayır;15;15;5;Nadiren_Seyahat;3;3;13;4;11;Hayır
32;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Kadın;2;Evli;2332;6;Hayır;5;3;0;Seyahat_Etmiyor;3;1;20;3;2;Hayır
25;Satış;19;2;Pazarlama;Erkek;2;Evli;2413;1;Evet;1;1;0;Nadiren_Seyahat;3;1;18;3;0;Evet
40;Satış;10;4;Pazarlama;Erkek;2;Boşanmış;9705;2;Hayır;11;1;0;Nadiren_Seyahat;2;3;12;1;0;Hayır
26;Satış;1;3;Tıp;Erkek;1;Bekar;4294;1;Hayır;7;7;0;Sık_Seyahat;3;2;12;3;7;Hayır
41;Araştırma ve Geliştirme;6;3;Tıp;Erkek;1;Bekar;4721;2;Evet;20;18;2;Nadiren_Seyahat;3;1;13;4;17;Hayır
36;Araştırma ve Geliştirme;2;4;Tıp;Erkek;3;Bekar;2519;4;Hayır;16;11;3;Nadiren_Seyahat;3;1;21;3;9;Hayır
